manufactor,Year,model,Hand,Gear,Engine_capacity,Engine_type,Prev_ownership,Curr_ownership,Area,City,Price,Pic_num,Cre_date,Repub_date,Description,Color,Km,Test,Supply_score
מיצובישי,2018,ספייס סטאר,1,אוטומטית,1400,בנזין,פרטית,פרטית,ירושלים והסביבה,ירושלים,42500.0,1,2023-02-17,2023-02-17,NA,כחול,95000,,5
מיצובישי,2018,אאוטלנדר,2,אוטומטית,2000,בנזין,NA,NA,רמת גן - גבעתיים,גבעתיים,123000.0,1,2022-10-29,2022-10-29,"מיצובישי ג'יפ אאוטלנדר 7 מושבים נוסעים, שנת 2018 יד 2 לאחר טיפול במוסך מיצובישי. 74,000 ק""מ ללא תאונות. מערכת אנדרואיד מסך גדול, חלון בגג, ג'אנטים מגנזיום, צמ...",NA,74000,,27
מיצובישי,2019,אאוטלנדר,1,אוטומטית,2360,חשמלי,NA,NA,גליל ועמקים,יוקנעם עילית,165000.0,1,2022-10-27,2022-10-27,דגם סופרים הכי מפואר פלאג אין phev,NA,93000,,24
מיצובישי,2021,אאוטלנדר,1,טיפטרוניק,2500,היברידי,NA,NA,מודיעין והסביבה,מודיעין מכבים רעות,207000.0,1,2022-10-26,2022-10-26,מצב מצויין שמור מאוד &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; מערכת הגברה,NA,25500,,22
מיצובישי,2019,אטראז',1,אוטומטית,80,בנזין,NA,NA,אילת והערבה,אילת,60000.0,1,2022-10-23,2022-10-23,הרחב במצב טוב ללא תעונות במצב טוב שמור לחלוטין,NA,115000,,3
מיצובישי,2017,אאוטלנדר,1,אוטומטית,2000,בנזין,NA,NA,נס ציונה - רחובות,נס ציונה,110000.0,1,2022-10-23,2022-10-23,"יד ראשונה פרטית , מצב מצויין ללא תאונות",NA,58000,,26
מיצובישי,2021,אאוטלנדר,1,אוטומטית,1998,בנזין,NA,NA,חולון - בת ים,חולון,165000.0,1,2022-10-21,2022-10-21,"דגם הפרימיום היוקרתי. כולל ציפוי ננו קרמי, חימום במושבים, שבעה מושבים, גג נפתח, באחריות יצרן עד מרץ 2023,שמור ביותר, איתוראן אקטיב, מרימי שמשות וסוגר גג. מערכות...",NA,30000,,22
NA,2019,NA,1,טיפטרוניק,2500,בנזין,NA,NA,חולון - בת ים,חולון,,1,2022-10-20,2022-10-20,רכב שמור מטופל בחברה בזמן &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; וו גרירה,NA,40000,,
מיצובישי,2017,אאוטלנדר,2,אוטומטית,2000,בנזין,NA,NA,NA,גבעת עדה,95000.0,1,2022-10-19,2022-10-19,"רכב במצב מעולה, דגם Instyle, עבר את כל הטיפולים במוסך מיצובישי מורשה, 7 מושבים, כולל מובילאי, מערכת מולטימדיה מקורית, גג נפתח, בעלות קודמת ליסינג 0 ק""מ והיה ביד...",NA,180000,,26
מיצובישי,2020,אקליפס,1,אוטומטית,1650,בנזין,NA,NA,NA,רמות מאיר,107000.0,1,2022-10-19,2022-10-19,רכב במצב מצויין,NA,80000,,15
מיצובישי,2018,אאוטלנדר,1,אוטומטית,2000,בנזין,NA,NA,"ראשל""צ והסביבה",ראשון לציון,126000.0,1,2022-10-18,2022-10-18,אאוטלנדר אינסטנט כחדש דצמבר 2018 . נסע רק 9000 קמ . התחיבות למנוע גיר ושסי.,NA,9000,,27
מיצובישי,2021,אאוטלנדר,2,אוטומטית,1998,בנזין,NA,NA,חיפה וחוף הכרמל,חיפה,159000.0,1,2022-10-18,2022-10-18,מכונית חדשה מרהיבה ועוצמתית באחריות החברה- עם כל התוספות המתבקשות.,NA,34000,,22
מיצובישי,2020,ספייס סטאר,2,אוטומטית,1200,בנזין,NA,NA,רעננה - כפר סבא,כוכב יאיר,67000.0,1,2022-10-06,2022-10-06,"טסט אוקטובר 2023! מצב מצוין, ק""מ נמוך, נהגת יחידה ניתן לראות בהרצליה/כוכב יאיר/תל אביב &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; מצלמת רוורס car play",NA,20000,,13
מיצובישי,2018,אאוטלנדר,2,אוטומטית,2000,בנזין,NA,NA,רמת גן - גבעתיים,גבעתיים,131000.0,1,2022-10-05,2022-10-05,"ג'יפ מיצובישי אאוטלנדר 7 מקומות , אינסטייל , הנעה בכפתור ללא מפתח , חלון בגג , מערכת מולטימדיה אנדרואיד, טיפולים במוסך מיצובישי.",NA,73000,,27
מיצובישי,2017,אאוטלנדר,2,אוטומטית,1998,בנזין,NA,NA,פתח תקוה והסביבה,פתח תקווה,115000.0,1,2022-10-04,2022-10-04,מטופל בחברה,NA,90000,,26
מיצובישי,2020,ספייס סטאר,1,אוטומטית,1000,בנזין,חברה,פרטית,נתניה והסביבה,נתניה,70900.0,4,2022-10-02,2022-10-02,מציאה!! רכב שמור מאוד במצב מדהים נהגת יחידה עם מספר שלא תמצאו באף רכב שמור היטב מטופל רק בחברה.. לרצינים לפנות!! קילומטר נמוך!! 0504055111,שחור,26800,,13
מיצובישי,2017,אאוטלנדר,2,אוטומטית,2000,בנזין,NA,NA,NA,ניר עציון,102000.0,1,2022-09-28,2022-09-28,"רכב יד שניה, ללא תאונות, 7 מקומות, עשה טסט בחודש אוגוסט, צמיגים חדשים.",NA,92000,,26
מיצובישי,2021,אאוטלנדר,1,אוטומטית,2000,בנזין,NA,NA,באר שבע והסביבה,באר שבע,165000.0,1,2022-09-26,2022-09-26,רכב שמור מאוד,NA,17000,,22
מיצובישי,2022,ASX,1,אוטומטית,1998,בנזין,NA,NA,רמלה - לוד,לוד,150000.0,1,2022-09-21,2022-09-21,"רכב חדש מהניילון חודש על הכביש קילומטר נמוך,תוספות גג חשמלי נפתח,חלונות חשמליים,מערכת מולטימדיה,חיישני קורס,משענת יד מושקעת. &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/...",NA,300,,4
מיצובישי,2020,ASX,2,אוטומטית,2000,בנזין,NA,NA,באר שבע והסביבה,באר שבע,123000.0,1,2022-09-16,2022-09-16,"דגם פרימיום , חימום מושבים , גג פנורמי , מסך מולטימדיה, מושבי עור",NA,28000,,8
מיצובישי,2021,ASX,1,אוטומטית,2000,בנזין,NA,NA,חדרה וישובי עמק חפר,חדרה,135000.0,1,2022-09-16,2022-09-16,"מיצובישי מסוג asx מודל 2021, יד ראשונה מפרטי , לפרטיי יש ליצור קשר 0522661185 &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; מצלמה , איתורן, מגיני צד",NA,10000,,8
מיצובישי,2020,אקליפס,1,אוטומטית,1500,בנזין,NA,NA,פתח תקוה והסביבה,פתח תקווה,132000.0,1,2022-09-07,2022-09-07,"רכב חדש לחלוטין, שמור מאוד, קילומטרז אפסי, nbug 1500 yurcu' מטופל במוסף נירון מוטורס פ""ת. עבר טסט וטיפול כעת כך שיש עוד שנה לטסט ולטיפול הבא, מערכות סטיית נתיב ...",NA,15500,,15
מיצובישי,2020,אקליפס,1,אוטומטית,1500,בנזין,NA,NA,"ראשל""צ והסביבה",ראשון לציון,131000.0,1,2022-09-06,2022-09-06,"יד ראשונה פרטית, רכב חדש לגמרי,שמור ומטופל,ללא תאונות, אחריות יצרן מלאה על הרכב,מערכת מולטימדייה, גג נפתח כפול נהג יחיד, ללא תאונות. לרציניים בלבד. &lt;br/&g...",NA,56000,,15
מיצובישי,2018,אקליפס,2,אוטומטית,1400,בנזין,NA,NA,NA,ראשון,120000.0,1,2022-09-04,2022-09-04,דגם מפואר גג פנורמי ריפודים מעור רכב שמור,NA,63358,,6
מיצובישי,2017,אאוטלנדר,2,אוטומטית,2000,בנזין,NA,NA,NA,מעלה עירון,93000.0,1,2022-09-04,2022-09-04,רכב שמור במצב טוב . לסינג לשעבר,NA,118000,,26
מיצובישי,2019,ASX,2,אוטומטית,2000,בנזין,NA,NA,פתח תקוה והסביבה,פתח תקווה,95000.0,1,2022-08-31,2022-08-31,רכב שמור נהג יחיד כולל מערכת מולטי מדיה מקורית. קילומטרז נמוך. מטופל במיצובישי,NA,40000,,6
מיצובישי,2017,אאוטלנדר,1,אוטומטית,2000,בנזין,NA,NA,"ראשל""צ והסביבה",ראשון לציון,110000.0,1,2022-08-29,2022-08-29,"רכב שמור מאד, מטופל במוסך היבואן, ללא תאונות,נהג יחיד,5 מקומות",NA,153000,,26
מיצובישי,2018,ASX,2,אוטומטית,2000,בנזין,NA,NA,רמת גן - גבעתיים,רמת גן,80000.0,1,2022-08-29,2022-08-29,"רכב במצב מצוין, לאחר טיפול גדול והחלפת צמיגים (מישלין 4 גלגלים) לרציניים בלבד .",NA,71000,,5
מיצובישי,2017,ספייס סטאר,3,אוטומטית,1200,בנזין,פרטית,פרטית,NA,מתתיהו,38500.0,3,2022-08-28,2022-08-28,אמין וחסכוני.... והמחיר הוא סופי....,כסוף,57000,,3
מיצובישי,2017,ספייס סטאר,1,אוטומטית,1193,בנזין,NA,NA,פתח תקוה והסביבה,פתח תקווה,44000.0,1,2022-08-20,2022-08-20,"שמור, מטופל בזמן, לא רואה מוסך, חסכוני מאד בדלק, מכונית זריזה ונוחה לנסיעה עירונית ובינעירונית. &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; 4 חלונות חשמליים, נעילה ...",NA,96509,,3
מיצובישי,2019,אאוטלנדר,1,אוטומטית,2000,בנזין,NA,NA,בקעת אונו,יהוד מונוסון,147000.0,1,2022-08-18,2022-08-18,"בהזדמנות שמורה כחדשה מטופלת בחברה. מטרז' נמוך, מצלמה קידמית מתנה. לא בשבת &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; מצלמת רוורס מצלמה קידמית גג נפתח",NA,45000,,24
מיצובישי,2019,אאוטלנדר,1,אוטומטית,2000,בנזין,NA,NA,פתח תקוה והסביבה,פתח תקווה,137000.0,1,2022-08-15,2022-08-15,"רכב במצב מצוין, עבר כל הטיפולים במוסך המרכזי של מיצובישי, ללא תאונות, מכירה מיידית.",NA,50000,,24
מיצובישי,2018,אאוטלנדר,1,אוטומטית,1998,בנזין,NA,NA,ירושלים והסביבה,ירושלים,140000.0,1,2022-08-12,2022-08-12,"טסט לשנה, שמור כחדש , טיפולים בזמן",NA,81000,,27
מיצובישי,2019,אאוטלנדר,1,טיפטרוניק,2500,בנזין,NA,NA,חולון - בת ים,חולון,145000.0,1,2022-08-11,2022-08-11,"רכב 7 מקומות אינסטייל,גג נפתח,ריפודים,וו גרירה רכב חדש",NA,37000,,24
מיצובישי,2017,ספייס סטאר,1,אוטומטית,1200,בנזין,NA,NA,חולון - בת ים,בת ים,42000.0,1,2022-08-01,2022-08-01,NA,NA,67000,,3
מיצובישי,2020,ASX,1,אוטומטית,1998,בנזין,NA,NA,הוד השרון והסביבה,הוד השרון,118000.0,1,2022-07-30,2022-07-30,"דגם פרמיום. ללא תאונות ותיקונים. טיפולים במוסך מורשה של היבואן. נהג יחיד וותיק ומנוסה . &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; גג פנוראמי, מושבי עור, פנסי LED,...",NA,51600,,8
מיצובישי,2018,אאוטלנדר,1,אוטומטית,2000,בנזין,NA,NA,פתח תקוה והסביבה,פתח תקווה,140000.0,1,2022-07-27,2022-07-27,"mitsubishi outlander instyle 2018 7 seater מיצובישי אאוטלנדר אינסטייל 7 מקומות נהג יחיד 50,000 קמ טיפולים במוסך מורשה. טיפול הבא 7/23 טסט עד סוף 1/23 &...",NA,50000,,27
מיצובישי,2017,ספייס סטאר,2,אוטומטית,1193,בנזין,NA,NA,רמת השרון - הרצליה,רמת השרון,48000.0,1,2022-07-21,2022-07-21,הרכב במצב מצוין,NA,75000,,3
מיצובישי,2020,אאוטלנדר,1,אוטומטית,2360,חשמלי,NA,NA,גליל ועמקים,נצרת,180000.0,1,2022-07-20,2022-07-20,NA,NA,122000,,26
מיצובישי,2022,ספייס סטאר,1,אוטומטית,1193,בנזין,NA,NA,רמת השרון - הרצליה,רמת השרון,83000.0,1,2022-07-02,2022-07-02,"רכב חדש מפרטי, עלה לכביש 4/22, מרווח וחסכוני בדלק. אחריות יבואן 3 שנים עד 4/25, ימסר עם 3 שוברים לטיפול מתנה במוסך היבואן. &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&...",NA,1800,,3
מיצובישי,2019,אקליפס,1,אוטומטית,1500,בנזין,חברה,פרטית,אשדוד - אשקלון,אשדוד,115000.0,6,2022-06-23,2022-06-29,"רכב שמור מאוד!! מטופל במוסך מורשה, 45 אלף קילומטר . נמכר עקב קבלת רכב חדש. לרצינים בלבד!! לא בשבת!",לבן,45000,,14
מיצובישי,2017,אאוטלנדר,2,אוטומטית,2000,בנזין,NA,NA,גליל ועמקים,נצרת,111000.0,1,2022-06-27,2022-06-27,שמור ומטופל בזמן אפס תקלות טסט לשנה &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; מפואר עם גג נפתח,NA,150000,,26
מיצובישי,2019,אאוטלנדר,1,אוטומטית,1998,בנזין,NA,NA,NA,יאנוח-ג'ת,140000.0,1,2022-06-27,2022-06-27,רכב כחדש מצב מצויין,NA,39395,,24
מיצובישי,2018,אקליפס,1,אוטומטית,1499,בנזין,NA,NA,רמת גן - גבעתיים,גבעתיים,116000.0,1,2022-06-09,2022-06-09,דגם- אקליפס קרוס. תת דגם- אינסייט. עלתה לכביש בנובמבר 2018. במצב מעולה כחדשה. ללא תאונות.,NA,26000,,6
מיצובישי,2017,אאוטלנדר,1,אוטומטית,2000,בנזין,NA,NA,פתח תקוה והסביבה,פתח תקווה,130000.0,1,2022-05-24,2022-05-24,דגם פרימיום המפואר 7 מושבים מעור מערכת מולטימדיה מצלמה אחורית וקדמית נהגת יחידה --18000 קילומטר בלבד--- בלי מכות בלי תאונות בלי שריטות אוטו במצב חדש &lt;br/&gt;...,NA,18000,,26
מיצובישי,2018,ספייס סטאר,1,אוטומטית,1200,בנזין,פרטית,פרטית,מושבים בשרון,אבן יהודה,59000.0,1,2022-04-06,2022-05-21,שמורה מאוד מטופלת ללא תאונות,לבן פנינה,19000,,5
מיצובישי,2017,אאוטלנדר,1,אוטומטית,2000,בנזין,NA,NA,NA,ראשון,125000.0,1,2022-05-18,2022-05-18,ללא תאונות צמיגים ומצבר חדשים מקוריים הוחלפו לא מזמן,NA,30000,,26
מיצובישי,2019,אקליפס,1,אוטומטית,1499,בנזין,NA,NA,רמת גן - גבעתיים,רמת גן,124000.0,1,2022-05-09,2022-05-09,"רכב שני. ק""מ נמוך מטופל אצל היבואן. יימכר לאחר טיפול גדול. שווה! &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; דגם INTENSE",NA,32900,,14
מיצובישי,2021,אקליפס,2,אוטומטית,1499,בנזין,NA,NA,NA,Ashdod,145000.0,1,2022-05-01,2022-05-01,"מיצובישי אקליפס דגם INSTY הרכב מטופל במוסך מורשה מיצובישי אשדוד לרכב יש טסט עד 01/23 &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; מראות חשמליות, גאנטים, גג נפתח, מ...",NA,21563,,11
NA,2022,NA,1,אוטומטית,1226,בנזין,NA,NA,חולון - בת ים,בת ים,,1,2022-04-27,2022-04-27,רכב חדש מה ניילונים,NA,1500,,
מיצובישי,2021,ספייס סטאר,1,אוטומטית,1200,בנזין,NA,NA,נתניה והסביבה,נתניה,76000.0,0,2022-09-27,2022-09-27,"רכב חדש של אדם מבוגר (אבא שלי) רק 6000 ק""מ, ללא שריטה , חונה תמיד בחניון מקורה מתחת לבניין נמכר עקב חוסר שימוש",NA,6000,,7
מיצובישי,2022,אאוטלנדר,1,אוטומטית,2500,בנזין,NA,NA,עמק יזרעאל,קרית טבעון,240000.0,0,2022-07-30,2022-07-30,אאוטלנדר החדש דגם פרימיום 2022 יד ראשונה רכב חדש חדש עשה רק 6000 &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; ריפודי עור סנטטי רכב מבוקש מאוד ושמור כל הקודם זוכה...,NA,6000,,17
מיצובישי,2021,אאוטלנדר,1,אוטומטית,2500,בנזין,NA,NA,קריות,קרית ביאליק,210000.0,0,2022-07-23,2022-07-23,NA,NA,15000,,22
מיצובישי,2019,אקליפס,1,אוטומטית,1600,בנזין,NA,NA,תל אביב,תל אביב יפו,150000.0,0,2022-07-18,2022-07-18,גג נפתח גם מאחורה,NA,10000,,14
מיצובישי,2018,ASX,1,אוטומטית,2000,בנזין,NA,NA,"ראשל""צ והסביבה",בית דגן,90000.0,0,2022-07-15,2022-07-15,רכב שמור מטופל במוסכי מיטצובישי בלבד. לא עבור תאונות.יד פרטית.,NA,102000,,5
מיצובישי,2019,ASX,1,אוטומטית,2000,בנזין,NA,NA,NA,יקנעם עילית,107000.0,0,2022-07-14,2022-07-14,"שמורה מאד,מטופלת אך ורק במוסך מורשה ללא תאונות",NA,69000,,6
מיצובישי,2017,אאוטלנדר,1,אוטומטית,1998,בנזין,NA,NA,מודיעין והסביבה,מודיעין מכבים רעות,106000.0,0,2022-05-22,2022-05-22,"מצב מצויין, שמור, כל הטיפולים בסוכנות מיצובישי/יונדאי מודיעין מתועדים. צמיגים חדשים, מצבר שנה וחצי. חלונות חשמלים, נעילה /פתיחה מרכזית מהשלט, מראות חשמליים.",NA,122000,,26
מיצובישי,2020,אקליפס,1,אוטומטית,1500,בנזין,NA,NA,מודיעין והסביבה,מודיעין,129000.0,0,2022-05-11,2022-05-11,רכב שמור נמצא בחניה מקורה נהג יחיד(70),NA,16000,,15
מיצובישי,2017,אאוטלנדר,2,אוטומטית,2000,בנזין,NA,NA,באר שבע והסביבה,באר שבע,115000.0,0,2022-04-26,2022-04-26,הרכב במצב מצויין טסט שלמה שלמה צלחות ברקסים וצמיגים חדשים טיפולצרק במוסך מורשה מלא תוספות זה דגם אינסטייל עם חלון בגג והנעה ללא מתפתח מראות מתקפלות ו...,NA,85000,,26
